"Hugo_Symbol","M1","M2","pval","or","ci.up","ci.low","adjPval"
"SNAP91",12,1,0.0372132381734522,6.85706213532302,297.640568078967,0.982476352876319,0.845252972956574
"TTLL6",12,1,0.0372132381734522,6.85706213532302,297.640568078967,0.982476352876319,0.845252972956574
"CORIN",16,2,0.0373391044782727,4.6448351995345,42.5866098599546,1.05087985871125,0.845252972956574
"SERPINA10",16,2,0.0373391044782727,4.6448351995345,42.5866098599546,1.05087985871125,0.845252972956574
"TBX15",16,2,0.0373391044782727,4.6448351995345,42.5866098599546,1.05087985871125,0.845252972956574
"LAMA1",24,5,0.0379881033096748,2.84830848704959,9.93483981190454,1.01155166258123,0.845252972956574
"PKHD1",24,5,0.0379881033096748,2.84830848704959,9.93483981190454,1.01155166258123,0.845252972956574
"ADCY1",15,2,0.0380851083563732,4.3251833614054,39.9060785590458,0.968501881106788,0.845252972956574
"EFCAB6",15,2,0.0380851083563732,4.3251833614054,39.9060785590458,0.968501881106788,0.845252972956574
"GUCY2C",15,2,0.0380851083563732,4.3251833614054,39.9060785590458,0.968501881106788,0.845252972956574
"FLG2",31,8,0.0443760763055343,2.33567479463254,6.18634910720185,0.986466165105872,0.845252972956574
"DSC3",21,4,0.045273256107315,3.08519977199113,12.7908827824698,0.992678895186794,0.845252972956574
"GRM8",21,4,0.045273256107315,3.08519977199113,12.7908827824698,0.992678895186794,0.845252972956574
"USP29",21,4,0.045273256107315,3.08519977199113,12.7908827824698,0.992678895186794,0.845252972956574
"GRIN2B",26,6,0.0466017360175787,2.57827702044539,7.99566475939963,0.981925609392459,0.845252972956574
"SNCAIP",26,6,0.0466017360175787,2.57827702044539,7.99566475939963,0.981925609392459,0.845252972956574
"SORL1",26,6,0.0466017360175787,2.57827702044539,7.99566475939963,0.981925609392459,0.845252972956574
"CSMD3",40,12,0.0496507413913692,2.04992781033536,4.57870499933747,0.977221430336973,0.845252972956574
"AASS",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"BAIAP3",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"CRIM1",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"FGG",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"GNAT2",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"GPR149",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"IDS",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"JAK3",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"KIAA0100",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"KRT71",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"MID2",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"MLLT6",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"MYH7B",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"NUFIP2",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"PBX1",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"PCDH1",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"PHKA2",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"PLXNB3",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"SLC7A3",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"UGGT2",2,5,0.0527569592156004,0.206472275536241,1.29449884628769,0.0192699672451424,0.845252972956574
"GALNT13",18,3,0.0532868451068034,3.49262680801986,19.0574633306195,0.976793118662198,0.845252972956574
"PLB1",18,3,0.0532868451068034,3.49262680801986,19.0574633306195,0.976793118662198,0.845252972956574
"PRG4",18,3,0.0532868451068034,3.49262680801986,19.0574633306195,0.976793118662198,0.845252972956574
"ANKAR",8,0,0.0533235715825469,Inf,Inf,0.937302627190721,0.845252972956574
"ARHGAP35",8,0,0.0533235715825469,Inf,Inf,0.937302627190721,0.845252972956574
"ATP1A4",8,0,0.0533235715825469,Inf,Inf,0.937302627190721,0.845252972956574
"CDON",8,0,0.0533235715825469,Inf,Inf,0.937302627190721,0.845252972956574
"DBH",8,0,0.0533235715825469,Inf,Inf,0.937302627190721,0.845252972956574
"DOK2",8,0,0.0533235715825469,Inf,Inf,0.937302627190721,0.845252972956574
